Index,target
808,38.69109
809,34.649055
810,3.0933123
811,3.4442377
812,7.49906
813,14.640712
814,45.296352
815,46.640846
816,56.588974
817,53.951378
818,13.112067
819,20.047539
820,27.679747
821,34.901733
822,42.85888
823,56.094105
824,44.718674
825,55.976578
826,56.653435
827,50.035824
828,49.556507
829,49.126354
830,39.993008
831,56.815044
832,55.806072
833,63.174652
834,23.862154
835,28.966177
836,44.85324
837,44.256607
838,39.408234
839,41.12688
840,28.539028
841,42.51492
842,31.478521
843,52.408466
844,41.410187
845,58.37993
846,54.468765
847,51.15003
848,44.977108
849,57.811287
850,29.038015
851,32.506355
852,30.236359
853,35.17217
854,32.957706
855,48.963993
856,44.750706
857,60.04327
858,49.458916
859,56.755585
860,58.31674
861,55.519882
862,28.94199
863,16.024103
864,14.767482
865,40.705368
866,32.04999
867,33.71375
868,38.777943
869,33.560524
870,55.46608
871,40.351048
872,52.769672
873,46.18672
874,20.469732
875,15.643307
876,38.145954
877,40.31888
878,34.67895
879,24.086685
880,39.65001
881,35.102562
882,33.30056
883,51.598785
884,44.80427
885,49.594334
886,49.496426
887,53.365196
888,48.798134
889,57.95849
890,39.74572
891,50.245003
892,36.854397
893,45.491325
894,41.615852
895,31.326921
896,35.926067
897,34.72646
898,16.527754
899,5.117605
900,8.770709
901,13.869651
902,16.531929
903,29.811073
904,39.94899
905,34.72558
906,41.543404
907,36.884163
908,53.376637
909,38.858776
910,41.714268
911,46.17708
912,57.667458
913,54.66869
914,14.266195
915,19.689604
916,20.534754
917,23.465303
918,28.362778
919,35.522495
920,37.232006
921,39.253532
922,46.130177
923,40.55685
924,44.98294
925,52.48599
926,54.1332
927,55.619026
928,52.51487
929,52.477825
930,58.307106
931,55.983654
932,64.284294
933,4.0320387
934,4.1719923
935,13.275243
936,21.4104
937,25.521734
938,28.25779
939,35.958317
940,29.50721
941,36.265728
942,3.5063732
943,4.252015
944,9.11538
945,9.825904
946,15.528819
947,30.59098
948,41.310802
949,43.79983
950,52.997505
951,40.76428
952,39.760822
953,30.509064
954,33.339172
955,41.00619
956,39.93996
957,56.402344
958,44.589703
959,47.98862
960,56.815933
961,51.29127
962,59.0412
963,18.099428
964,20.083261
965,17.229229
966,31.554024
967,34.362247
968,55.257618
969,47.37511
970,42.71518
971,31.016754
972,21.980303
973,31.598427
974,35.305622
975,43.064243
976,23.789026
977,38.02823
978,38.82431
979,32.244823
980,14.371469
981,22.352783
982,29.105616
983,52.553368
984,51.88153
985,51.199783
986,42.52957
987,44.11114
988,54.81551
989,53.003815
990,58.403553
991,64.04326
992,64.93136
993,57.100494
994,63.142525
995,1.2829981
996,8.435058
997,14.713889
998,15.294193
999,13.041237
1000,21.353132
1001,29.299154
1002,30.97771
1003,32.787186
1004,45.244705
1005,17.366058
1006,21.886663
1007,33.751423
1008,31.750847
1009,33.965405
1010,36.08793
1011,13.265138
1012,18.173689
1013,23.72302
1014,24.471395
1015,29.071772
1016,33.39802
1017,49.74335
1018,36.92508
1019,38.700623
1020,32.220665
1021,46.823162
1022,33.40773
1023,53.316486
1024,38.730427
1025,59.14855
1026,18.212795
1027,31.14928
1028,22.192533
1029,21.237778
1030,28.795996
1031,32.881092
1032,23.42384
1033,34.057243
1034,36.826965
1035,42.83151
1036,44.56052
1037,48.03936
1038,39.171078
1039,43.31495
1040,55.086567
1041,48.715008
1042,57.135693
1043,46.57338
1044,39.738625
1045,50.489544
1046,56.295517
1047,51.64234
1048,42.32375
1049,58.181023
1050,58.444004
1051,54.74453
1052,61.75499
1053,58.132977
1054,71.45736
1055,29.809608
1056,36.756943
1057,27.516869
1058,44.838078
1059,31.22096
1060,42.003426
1061,38.67345
1062,56.154808
1063,48.440712
1064,50.203392
1065,52.02559
1066,43.281807
1067,27.93943
1068,38.73387
1069,41.21166
1070,46.536774
1071,33.163788
1072,45.363976
1073,52.91384
1074,39.52578
1075,32.853973
1076,32.739746
1077,30.2325
1078,49.74963
1079,25.693024
1080,30.922546
1081,34.3997
1082,34.72543
1083,13.469695
1084,10.951639
1085,17.226643
1086,17.410484
1087,16.846506
1088,15.738222
1089,18.19416
1090,13.97321
1091,32.123676
1092,43.817318
1093,35.53692
1094,41.77463
1095,32.701603
1096,37.652924
1097,35.756382
1098,31.808044
1099,38.115284
1100,41.096367
1101,44.04237
1102,61.035442
1103,46.54563
1104,51.311687
1105,54.03098
1106,50.66872
1107,7.8913813
1108,35.70431
1109,31.880941
1110,36.58054
1111,19.424183
1112,29.861591
1113,34.154293
1114,38.448936
1115,37.762257
1116,35.747738
1117,42.268772
1118,36.916134
1119,49.453545
1120,37.52395
1121,51.406822
1122,47.707035
1123,44.806946
1124,63.22658
1125,55.409584
1126,62.44719
1127,65.87753
1128,54.92074
1129,46.92252
1130,62.924328
1131,59.621475
1132,57.845688
1133,17.962402
1134,21.557423
1135,39.776012
1136,38.987885
1137,33.74478
1138,38.43665
1139,34.179436
1140,30.486134
1141,37.44619
1142,48.037903
1143,66.94677
1144,52.69555
1145,18.879942
1146,37.357964
1147,32.711796
1148,50.53952
1149,48.56584
1150,34.887142
1151,45.34769
1152,32.58508
1153,37.870632
1154,37.95392
1155,47.745323
1156,24.02538
1157,18.696695
1158,33.7707
1159,30.38193
1160,38.46992
1161,31.082996
1162,46.11048
1163,44.53579
1164,18.802088
1165,28.908194
1166,44.614323
1167,46.763264
1168,36.37923
1169,15.099617
1170,8.455624
1171,14.467872
1172,11.741384
1173,20.554016
1174,21.128765
1175,23.115168
1176,21.592146
1177,27.623262
1178,12.951637
1179,32.424816
1180,32.605347
1181,40.186226
1182,46.37087
1183,41.55488
1184,46.004467
1185,47.425346
1186,17.586119
1187,30.58684
1188,31.804592
1189,37.6735
1190,31.732092
1191,42.702003
1192,51.741676
1193,48.6998
1194,23.097845
1195,17.171747
1196,16.384075
1197,22.823204
1198,31.731388
1199,42.076218
1200,40.156105
1201,39.308712
1202,3.8379343
1203,4.0288324
1204,4.441732
1205,8.688571
1206,11.758122
1207,13.873669
1208,12.7968445
1209,14.812214
1210,19.124699
1211,16.714933
1212,17.70449
1213,18.445192
1214,19.444109
1215,7.835409
1216,34.855484
1217,31.290487
1218,31.150799
1219,49.605755
1220,39.940525
1221,36.740437
1222,41.057217
1223,20.146587
1224,31.321342
1225,38.7529
1226,30.426273
1227,36.937565
1228,49.362453
1229,42.220875
1230,36.765293
1231,48.06961
1232,51.416065
1233,48.52583
1234,66.11544
1235,32.806507
1236,37.81867
1237,35.427185
1238,46.40396
1239,16.421787
1240,17.350512
1241,23.189503
1242,16.423569
1243,18.718967
1244,10.085609
1245,19.294424
1246,19.1275
1247,33.64963
1248,31.871113
1249,45.573967
1250,39.64351
1251,41.424812
1252,36.994118
1253,45.688515
1254,38.324196
1255,41.378
1256,42.624996
1257,44.661
1258,35.558254
1259,43.78372
1260,14.172678
1261,17.79822
1262,22.259356
1263,34.32191
1264,37.768505
1265,36.88056
1266,40.07457
1267,43.82149
1268,45.204433
1269,57.06466
1270,39.479347
1271,59.8709
1272,34.77797
1273,22.728956
1274,45.435127
1275,34.16928
1276,48.5604
1277,37.24926
1278,56.09715
1279,41.568287
1280,50.910583
1281,49.170082
1282,50.308594
1283,13.69654
1284,23.188435
1285,19.570333
1286,22.887375
1287,29.93352
1288,37.491043
1289,35.46389
1290,41.424458
1291,42.221302
1292,37.359924
1293,43.668224
1294,44.324486
1295,23.293484
1296,32.35088
1297,34.086872
1298,39.916157
1299,16.536745
1300,23.460543
1301,31.615494
1302,55.26084
1303,31.923107
1304,34.326252
1305,56.071877
1306,52.38415
1307,50.421738
1308,43.29006
1309,48.290115
1310,58.967426
1311,22.863117
1312,31.89073
1313,37.508892
1314,33.088295
1315,33.200615
1316,50.881916
1317,34.32182
1318,34.71273
1319,30.923397
1320,52.05849
1321,46.656754
1322,45.79084
1323,23.666166
1324,23.417152
1325,29.60201
1326,30.935074
1327,34.866936
1328,35.41638
1329,49.01332
1330,42.81558
1331,17.799728
1332,19.320055
1333,17.383718
1334,30.794275
1335,38.91052
1336,20.067715
1337,21.080978
1338,19.587685
1339,32.127693
1340,39.41707
1341,28.922913
1342,32.856182
1343,42.456734
1344,49.649185
1345,46.29145
1346,39.73196
1347,39.274456
1348,39.874912
1349,41.79664
1350,52.91901
1351,47.937805
1352,54.51467
1353,58.577248
1354,54.127163
1355,59.243034
1356,62.136818
1357,60.883976
1358,58.718445
1359,67.51713
1360,61.640656
1361,66.39461
1362,70.3287
1363,69.83469
1364,69.15067
1365,28.744097
1366,35.45259
1367,54.740887
1368,43.44752
1369,46.02737
1370,21.660538
1371,9.767937
1372,18.469423
1373,22.993078
1374,15.77264
1375,13.817183
1376,21.252508
1377,20.423355
1378,28.272821
1379,15.486075
1380,14.123553
1381,27.51032
1382,19.408136
1383,28.815237
1384,34.299248
1385,37.27631
1386,31.348745
1387,36.356956
1388,38.81708
1389,59.53073
1390,28.593563
1391,29.368134
1392,30.026344
1393,31.03563
1394,34.796482
1395,44.18853
1396,40.626003
1397,53.117954
1398,49.590862
1399,56.809933
1400,50.208847
1401,63.727325
1402,45.16793
1403,65.92552
1404,49.599438
1405,59.11631
1406,59.990646
1407,60.536194
1408,16.955326
1409,22.378788
1410,31.967712
1411,18.787872
1412,29.936068
1413,30.921644
1414,45.18325
1415,16.437778
1416,15.452979
1417,7.59121
1418,19.503859
1419,28.692099
1420,28.458742
1421,29.706083
1422,39.49547
1423,42.39048
1424,35.200603
1425,38.145367
1426,40.03421
1427,32.506752
1428,41.72048
1429,35.68512
1430,39.41807
1431,39.303093
1432,58.516865
1433,46.68195
1434,40.083733
1435,55.368935
1436,48.6694
1437,67.5153
1438,57.548893
1439,43.6203
1440,34.3222
1441,17.137033
1442,24.013577
1443,45.76046
1444,31.95637
1445,48.73918
1446,14.885857
1447,15.667455
1448,18.055212
1449,15.773897
1450,22.62681
1451,45.270008
1452,49.801052
1453,59.77704
1454,56.743023
1455,61.810955
1456,53.89553
1457,59.603832
1458,63.663143
1459,64.069984
1460,59.88916
1461,68.40109
1462,67.24185
1463,74.63919
1464,22.538687
1465,15.770209
1466,38.577152
1467,32.307316
1468,41.685013
1469,32.06197
1470,50.643234
1471,56.638107
1472,45.82685
1473,44.587612
1474,32.625687
1475,48.42802
1476,54.231552
1477,49.39324
1478,50.42026
1479,49.42732
1480,63.45573
1481,58.757977
1482,58.47484
1483,66.79248
1484,59.833233
1485,60.609608
1486,8.9768715
1487,8.863386
1488,17.684277
1489,19.223671
1490,20.182852
1491,13.906334
1492,34.247086
1493,32.651516
1494,33.286507
1495,36.511463
1496,34.262814
1497,59.553646
1498,58.2196
1499,58.966015
1500,57.49834
1501,61.777252
1502,23.99109
1503,32.279427
1504,30.597578
1505,32.833843
1506,44.20129
1507,26.157007
1508,56.605118
1509,33.320427
1510,53.723286
1511,66.76482
1512,62.475216
1513,61.738987
1514,61.982494
1515,64.987495
1516,70.93677
1517,73.98133
1518,4.2045016
1519,9.08711
1520,7.807186
1521,5.80911
1522,13.288924
1523,12.835277
1524,9.125768
1525,15.440546
1526,22.233377
1527,50.43051
1528,49.81099
1529,51.69983
1530,42.944645
1531,51.416172
1532,65.32745
1533,30.376892
1534,17.703304
1535,19.120209
1536,21.49519
1537,21.44444
1538,21.195423
1539,29.477661
1540,34.80965
1541,30.396719
1542,34.97946
1543,47.65833
1544,49.488583
1545,45.07961
1546,47.56138
1547,47.45116
1548,47.598965
1549,31.92857
1550,34.293575
1551,37.294094
1552,50.065754
1553,25.171236
1554,51.88889
1555,40.177017
1556,46.642414
1557,24.449379
1558,14.036597
1559,29.326693
1560,32.0168
1561,35.630287
1562,39.61807
1563,14.213535
1564,20.105345
1565,13.720773
1566,23.647161
1567,30.215527
1568,32.358414
1569,35.303967
1570,32.833843
1571,34.95049
1572,40.713768
1573,42.728264
1574,42.198612
1575,31.842552
1576,30.657633
1577,32.550423
1578,35.250797
1579,20.76699
1580,34.26587
1581,36.88644
1582,35.284233
1583,36.13063
1584,47.638405
1585,44.846516
1586,32.537514
1587,41.16158
1588,60.149117
1589,52.125954
1590,55.762295
1591,46.119762
1592,35.24386
1593,52.477966
1594,45.22921
1595,16.602156
1596,5.9473977
1597,33.050503
1598,28.996511
1599,39.228382
1600,38.108063
1601,43.9627
1602,41.960213
1603,39.950428
1604,44.678974
1605,39.50733
1606,48.772484
1607,15.716444
1608,31.65179
1609,30.301641
1610,28.63432
1611,38.32547
1612,34.425007
1613,38.108673
1614,34.496685
1615,46.83638
1616,57.172783
1617,41.714603
1618,53.938198
1619,10.500929
1620,17.152225
1621,24.681366
1622,17.804632
1623,34.400475
1624,33.120934
1625,34.06834
1626,34.883488
1627,39.85519
1628,48.620567
1629,37.70604
1630,48.889477
1631,46.28775
1632,52.80627
1633,44.955452
1634,62.56967
1635,54.665
1636,17.317078
1637,18.345518
1638,19.116693
1639,17.035046
1640,20.77348
1641,32.453407
1642,34.145752
1643,29.000801
1644,37.958817
1645,43.08402
1646,36.997833
1647,41.0035
1648,18.932405
1649,18.22678
1650,37.00834
1651,30.072042
1652,32.870613
1653,36.657433
1654,44.17109
1655,43.63237
1656,42.336437
1657,53.84562
1658,52.235588
1659,8.637775
1660,17.854239
1661,19.361383
1662,10.391232
1663,20.680508
1664,8.02641
1665,8.389948
1666,10.674132
1667,10.094825
1668,9.770971
1669,9.575392
1670,30.851217
1671,34.497086
1672,46.132145
1673,59.743515
1674,46.063892
1675,46.38844
1676,54.04484
1677,49.35543
1678,59.019424
1679,51.25442
1680,23.720697
1681,18.917757
1682,34.55113
1683,40.6929
1684,36.205566
1685,49.717556
1686,38.670135
1687,42.458965
1688,46.510864
1689,46.57965
1690,44.46094
1691,31.279364
1692,31.463362
1693,28.227768
1694,34.99391
1695,35.864323
1696,47.333298
1697,34.591614
1698,39.615154
1699,44.513165
1700,51.870384
1701,54.96374
1702,57.63351
1703,19.525194
1704,16.850296
1705,29.448095
1706,35.697945
1707,39.36216
1708,14.10466
1709,24.152365
1710,32.736362
1711,37.324383
1712,30.000973
1713,46.083748
1714,37.846695
1715,42.427612
1716,45.898605
1717,45.844322
1718,4.1876173
1719,7.3179507
1720,10.432205
1721,6.7656255
1722,7.3535504
1723,19.626446
1724,5.426842
1725,6.057156
1726,6.4483185
1727,10.116499
1728,13.629885
1729,13.045221
1730,17.824501
1731,15.266153
1732,17.576674
1733,17.697405
1734,19.846178
1735,19.158552
1736,37.63117
1737,42.019802
1738,44.802715
1739,50.78722
1740,30.449438
1741,37.433167
1742,32.08137
1743,31.651627
1744,38.14573
1745,32.107178
1746,42.026356
1747,46.044872
1748,40.314873
1749,38.017
1750,34.97705
1751,41.632458
1752,41.817547
1753,36.65067
1754,35.569534
1755,49.19737
1756,57.233116
1757,43.518505
1758,53.335506
1759,57.83281
1760,41.92625
1761,42.195847
1762,46.278778
1763,55.778778
1764,53.398987
1765,58.046467
1766,52.092285
1767,62.503048
1768,62.150455
1769,56.898872
1770,64.24796
1771,68.05175
1772,16.416271
1773,13.381015
1774,15.541269
1775,22.653095
1776,31.377449
1777,39.519573
1778,42.04574
1779,39.79256
1780,33.21355
1781,48.596
1782,42.89672
1783,31.703117
1784,34.4357
1785,43.382904
1786,34.175423
1787,33.351707
1788,51.754898
1789,38.091152
1790,44.576874
1791,31.439497
1792,30.41727
1793,36.372707
1794,38.758705
1795,47.079823
1796,43.512188
1797,50.416016
1798,45.573727
1799,48.889614
1800,53.15695
1801,4.0016737
1802,4.69965
1803,4.8958774
1804,7.864159
1805,5.82655
1806,10.193728
1807,14.294671
1808,16.35486
1809,21.478724
1810,18.06133
1811,15.263876
1812,22.968725
1813,21.751657
1814,17.116318
1815,23.89546
1816,36.287045
1817,32.37936
1818,33.988598
1819,39.678497
1820,37.31553
1821,47.745106
1822,37.619297
1823,53.382122
1824,33.459057
1825,40.645878
1826,37.957527
1827,45.58703
1828,48.32943
1829,9.46701
1830,8.815064
1831,12.838973
1832,16.53001
1833,13.045805
1834,12.512244
1835,36.213505
1836,38.117245
1837,49.1606
1838,56.867012
1839,53.96827
1840,62.404
1841,62.274517
1842,61.679054
1843,63.191143
1844,60.81124
1845,63.402462
1846,63.355106
1847,37.380165
1848,23.341396
1849,48.781418
1850,47.665066
1851,31.887709
1852,4.3194337
1853,4.7931104
1854,5.610389
1855,8.807194
1856,28.089832
1857,28.731926
1858,37.37549
1859,45.637497
1860,48.291283
1861,57.196934
1862,46.386707
1863,51.67852
1864,40.304314
1865,47.0172
1866,49.95978
1867,65.191246
1868,49.462845
1869,37.523113
